name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Jonas Urbig,Jonas Urbig,,jonas-urbig,J. Urbig,G,40,17122,M,1130647,"{'nameTranslation': {'ar': 'جوناس أوربيج', 'bn': 'জোনাস আরবিগ', 'hi': 'जोनास अर्बिग'}, 'shortNameTranslation': {'ar': 'ج. أوربيج', 'bn': 'জে. আরবিগ', 'hi': 'जे. अर्बिग'}}",,5.9777777777778,40.422222222222,9,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
João Palhinha,,,joao-palhinha,J. Palhinha,M,6,17040,M,364612,"{'nameTranslation': {'ar': 'جواو بالينيا', 'bn': 'জোয়াও পালহিনহা', 'hi': 'जोआओ पालहिन्हा'}, 'shortNameTranslation': {'ar': 'ج. بالينيا', 'bn': 'জে. পলহিনহা', 'hi': 'जे. पालहिन्हा'}}",Palhinha,66.7375,51.425,8,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Eric Dier,Eric,Dier,eric-dier,E. Dier,D,3,4275,M,146101,"{'nameTranslation': {'ar': 'إريك داير', 'bn': 'এরিক ডিয়ার', 'hi': 'एरिक डिएर'}, 'shortNameTranslation': {'ar': 'إ. داير', 'bn': 'ই. ডিয়ার', 'hi': 'ई. डिएर'}}",ericdier,44.471428571429,75.842857142857,7,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Manuel Neuer,,,manuel-neuer,M. Neuer,G,1,55915,M,8959,"{'nameTranslation': {'ar': 'مانويل نوير', 'bn': 'ম্যানুয়েল নিউয়ার', 'hi': 'मैनुअल नॉयर'}, 'shortNameTranslation': {'ar': 'م. نوير', 'bn': 'এম. নিউয়ার', 'hi': 'एम. नॉयर'}}",MNeuer,15.936,50.536,25,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Leroy Sané,,,leroy-sane,L. Sané,M,10,42712,M,293519,"{'nameTranslation': {'ar': 'ليروي ساني', 'bn': 'লিরোয় সানে', 'hi': 'लेरॉय साने'}, 'shortNameTranslation': {'ar': 'ل. ساني', 'bn': 'এল. সানে', 'hi': 'एल. साने'}}",LeroySane,74.886206896552,78.175862068966,29,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Josip Stanišić,,,josip-stanisic,J. Stanišić,D,44,11237,M,927407,"{'nameTranslation': {'ar': 'يوسيب ستانيشيتش', 'bn': 'জোসিপ স্ট্যানিসিচ', 'hi': 'जोसिप स्टैनिसिक'}, 'shortNameTranslation': {'ar': 'ي. ستانيشيتش', 'bn': 'জে. স্ট্যানিসিচ', 'hi': 'जे. स्टैनिसिक'}}",josip_stanisic,56.507894736842,11.052631578947,38,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Dayot Upamecano,Dayot,Upamecano,dayot-upamecano,D. Upamecano,D,2,16478,M,798583,"{'nameTranslation': {'ar': 'دايوت أوباميكانو', 'bn': 'ডেওট উপমেকানো', 'hi': 'दयोत उपामेकानो'}, 'shortNameTranslation': {'ar': 'د. أوباميكانو', 'bn': 'ডি. উপমেকানো', 'hi': 'डी. उपामेकानो'}}",Upamecano,42.365555555556,27.901111111111,90,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Harry Kane,Harry,Kane,harry-kane,H. Kane,F,9,368326,M,108579,"{'nameTranslation': {'ar': 'هاري كين', 'bn': 'হ্যারি কেইন', 'hi': 'हैरी केन'}, 'shortNameTranslation': {'ar': 'ه. كين', 'bn': 'এইচ. কেইন', 'hi': 'एच. केन'}}",HurriKane,63.434146341463,51.665853658537,41,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Joshua Kimmich,Joshua,Kimmich,joshua-kimmich,J. Kimmich,M,6,48004,M,259117,"{'nameTranslation': {'ar': 'جوشوا كيميش', 'bn': 'জোশুয়া কিমিচ', 'hi': 'जोशुआ किमिच'}, 'shortNameTranslation': {'ar': 'ج. كيميش', 'bn': 'জে. কিমিচ', 'hi': 'जे. किमिच'}}",Jok_32,53.241538461538,52.516923076923,130,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Kim Min-jae,Kim,Min-jae,kim-min-jae,K. Min-jae,D,3,16367,M,896569,"{'nameTranslation': {'ar': 'كيم مين جاي', 'bn': 'মিন-জায়ে কিম', 'hi': 'मिन-जे किम'}, 'shortNameTranslation': {'ar': 'كيم مين جاي', 'bn': 'এম. কিম', 'hi': 'एम. किम'}}",kiminjae3,39.570491803279,70.665573770492,61,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Michael Olise,,,michael-olise,M. Olise,M,17,207975,M,978838,"{'nameTranslation': {'ar': 'مايكل أوليس', 'bn': 'মাইকেল ওলিস', 'hi': 'माइकल ओलिस'}, 'shortNameTranslation': {'ar': 'م. أوليس', 'bn': 'এম. ওলিস', 'hi': 'एम. ओलिस'}}",MOlise,70.18,17.249411764706,85,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Jamal Musiala,,,jamal-musiala,J. Musiala,M,10,124392,M,1010231,"{'nameTranslation': {'ar': 'جمال موسيالا', 'bn': 'জামাল মুসিয়ালা', 'hi': 'जमाल मुसियाला'}, 'shortNameTranslation': {'ar': 'ج. موسيالا', 'bn': 'জে. মুসিয়ালা', 'hi': 'जे. मुसियाला'}}",Bambi,65.734328358209,53.846268656716,67,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Kingsley Coman,Kingsley,Coman,kingsley-coman,K. Coman,M,21,34368,M,280441,"{'nameTranslation': {'ar': 'كينغسلي كومان', 'bn': 'কিংসলে কোমান', 'hi': 'किंग्सले कोमन'}, 'shortNameTranslation': {'ar': 'ك. كومان', 'bn': 'কে. কোমান', 'hi': 'के. कोमन'}}",KingComan,62.44358974359,77.589743589744,39,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Konrad Laimer,Konrad,Laimer,konrad-laimer,K. Laimer,D,27,9529,M,355492,"{'nameTranslation': {'ar': 'كونراد لايمر', 'bn': 'কনরাড লাইমার', 'hi': 'कोनराड लैमर'}, 'shortNameTranslation': {'ar': 'ك. لايمر', 'bn': 'কে. লাইমার', 'hi': 'के. लैमर'}}",KonradLaimer,47.619642857143,14.1625,56,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Alphonso Davies,,,alphonso-davies,A. Davies,D,19,31676,M,843665,"{'nameTranslation': {'ar': 'ألفونسو ديفيز', 'bn': 'আলফোনসো ডেভিস', 'hi': 'अल्फोंसो डेविस'}, 'shortNameTranslation': {'ar': 'أ. ديفيز', 'bn': 'এ. ডেভিস', 'hi': 'ए. डेविस'}}",ADavies19,52.828915662651,81.722891566265,83,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Leon Goretzka,Leon,Goretzka,leon-goretzka,L. Goretzka,M,8,13659,M,184661,"{'nameTranslation': {'ar': 'ليون غوريتسكا', 'bn': 'লিওন গোরেটজকা', 'hi': 'लियोन गोरेट्ज़का'}, 'shortNameTranslation': {'ar': 'ل. غوريتسكا', 'bn': 'এল. গোরেটজকা', 'hi': 'एल. गोरेट्ज़का'}}",leon_goretzka,56.4,34.15974025974,77,FC Bayern München,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Patrik Schick,Patrik,Schick,patrik-schick,P. Schick,F,14,11552,M,280609,"{'nameTranslation': {'ar': 'باتريك شيك', 'bn': 'প্যাট্রিক শিক', 'hi': 'पैट्रिक शिक'}, 'shortNameTranslation': {'ar': 'ب. شيك', 'bn': 'পি. শিক', 'hi': 'पी. शिक'}}",p_shicky,52.583333333333,60.916666666667,6,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Arthur,Arthur,,arthur,Arthur,M,13,3003,M,1174761,"{'nameTranslation': {'ar': 'جاومي ماركيس كابيلا', 'bn': 'আর্থার', 'hi': 'आर्थर'}, 'shortNameTranslation': {'ar': 'ج. كابيلا', 'bn': 'আর্থার', 'hi': 'आर्थर'}}",,16.3,11.8,2,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Edmond Tapsoba,Edmond,Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,37761,M,883262,"{'nameTranslation': {'ar': 'إدموند تابسوبا', 'bn': 'এডমন্ড তাপসোবা', 'hi': 'एडमंड टैप्सोबा'}, 'shortNameTranslation': {'ar': 'إ. تابسوبا', 'bn': 'ই. তাপসোবা', 'hi': 'ई. टैप्सोबा'}}",edmondtapsoba,29.216666666667,23.133333333333,12,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Piero Hincapié,Piero,Hincapie,piero-hincapie,P. Hincapié,D,5,35981,M,1002837,"{'nameTranslation': {'ar': 'بييرو هينكابي', 'bn': 'পিয়েরো হিঙ্কাপিয়ে', 'hi': 'पिएरो हिनकापी'}, 'shortNameTranslation': {'ar': 'ب. هينكابي', 'bn': 'পি. হিঙ্কাপিয়ে', 'hi': 'पी. हिनकापी'}}",pierohincapie,40.214,85.87,50,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Alejandro Grimaldo,Alex,Grimaldo,alex-grimaldo,A. Grimaldo,M,20,14204,M,177177,"{'nameTranslation': {'ar': 'أليخاندرو غريمالدو', 'bn': 'আলেজান্দ্রো গ্রিমাল্ডো', 'hi': 'एलेजांद्रो ग्रिमाल्डी'}, 'shortNameTranslation': {'ar': 'أ. غريمالدو', 'bn': 'এ. গ্রিমাল্ডো', 'hi': 'ए. ग्रिमाल्डी'}}",grimaldo35,60.966666666667,66.209090909091,33,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Aleix García,Aleix,Garcia,aleix-garcia,A. García,M,24,4952,M,796047,"{'nameTranslation': {'ar': 'أليكس غارسيا', 'bn': 'অ্যালেক্স গার্সিয়া', 'hi': 'एलेक्स गार्सिया'}, 'shortNameTranslation': {'ar': 'أ. غارسيا', 'bn': 'এ. গার্সিয়া', 'hi': 'ए. गार्सिया'}}",AlexGarcia97,20.414285714286,32.114285714286,7,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Emiliano Buendía,Emiliano,Buendia,emiliano-buendia,E. Buendía,M,10,8589,M,783126,"{'nameTranslation': {'ar': 'إميليانو بوينديا', 'bn': 'এমিলিয়ানো বুয়েন্দিয়া', 'hi': 'एमिलियानो बुएंडिया'}, 'shortNameTranslation': {'ar': 'إ. بوينديا', 'bn': 'ই. বুয়েন্দিয়া', 'hi': 'ई. बुएंडिया'}}",EM10Buendia,31.733333333333,79.6,3,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,D,30,34502,M,970361,"{'nameTranslation': {'ar': 'جيريمي فريمبونج', 'bn': 'জেরেমি ফ্রিম্পং', 'hi': 'जेरेमी फ्रिम्पॉन्ग'}, 'shortNameTranslation': {'ar': 'ج. فريمبونج', 'bn': 'জে. ফ্রিম্পং', 'hi': 'जे. फ्रिम्पॉन्ग'}}",jeremie_frimpong,63.085,25.125,40,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Amine Adli,,,amine-adli,A. Adli,F,21,18015,M,991478,"{'nameTranslation': {'ar': 'أمين عدلي', 'bn': 'আমিন আদলি', 'hi': 'अमीन अदली'}, 'shortNameTranslation': {'ar': 'أ. عدلي', 'bn': 'এ. আদলি', 'hi': 'ए. अदली'}}",amine_ad10,59.348717948718,63.917948717949,39,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Florian Wirtz,,,florian-wirtz,F. Wirtz,M,7,152407,M,1019322,"{'nameTranslation': {'ar': 'فلوريان فيرتز', 'bn': 'ফ্লোরিয়ান উইর্টজ', 'hi': 'फ्लोरियन विर्ट्ज़'}, 'shortNameTranslation': {'ar': 'ف. فيرتز', 'bn': 'এফ. উইর্টজ', 'hi': 'एफ. विर्ट्ज़'}}",FWirtz,62.897826086957,67.541304347826,46,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Nordi Mukiele,Nordi,Mukiele,nordi-mukiele,N. Mukiele,D,20,6306,M,780014,"{'nameTranslation': {'ar': 'نوردي موكيلي', 'bn': 'নর্দি মুকিলে', 'hi': 'नॉर्डी मुकीले'}, 'shortNameTranslation': {'ar': 'ن. موكيلي', 'bn': 'এন. মুকিলে', 'hi': 'एन. मुकीले'}}",,50.103448275862,17.437931034483,58,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Granit Xhaka,Granit,Xhaka,granit-xhaka,G. Xhaka,M,34,15942,M,117777,"{'nameTranslation': {'ar': 'غرانيت شاكا', 'bn': 'গ্রানিট জাকা', 'hi': 'ग्रैनिट जहाका'}, 'shortNameTranslation': {'ar': 'غ. شاكا', 'bn': 'জি. জাকা', 'hi': 'जी. जहाका'}}",Granit_Xhaka,47.964444444444,51.706666666667,45,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Jonathan Tah,Jonathan,Tah,jonathan-tah,J. Tah,D,4,11237,M,227672,"{'nameTranslation': {'ar': 'جوناثان تاه', 'bn': 'জোনাথন তাহ', 'hi': 'जोनाथन ताह'}, 'shortNameTranslation': {'ar': 'ج. تاه', 'bn': 'জে. তাহ', 'hi': 'जे. ताह'}}",jonatah,37.7625,35.385714285714,56,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Mario Hermoso,Mario,Hermoso,mario-hermoso,M. Hermoso,D,22,2806,M,353130,"{'nameTranslation': {'ar': 'ماريو هيرموسو', 'bn': 'মারিও হারমোসো', 'hi': 'मारियो हर्मोसो'}, 'shortNameTranslation': {'ar': 'م. هيرموسو', 'bn': 'এম. হারমোসো', 'hi': 'एम. हर्मोसो'}}",,33.330158730159,72.14126984127,63,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Matěj Kovář,Matej,Kovar,matej-kovar,M. Kovář,G,32,2138,M,927366,"{'nameTranslation': {'ar': 'ماتاي كوفار', 'bn': 'ম্যাথিউ কোভার', 'hi': 'मातेज कोवर'}, 'shortNameTranslation': {'ar': 'م. كوفار', 'bn': 'এম. কোভার', 'hi': 'एम. कोवर'}}",,9.4690909090909,52.114545454545,55,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
Exequiel Palacios,Exequiel,Palacios,exequiel-palacios,E. Palacios,M,25,13307,M,822600,"{'nameTranslation': {'ar': 'إسيكييل بالاسيوس', 'bn': 'এক্সকুয়েল প্যালাসিওস', 'hi': 'एक्सेक्विएल पालासिओस'}, 'shortNameTranslation': {'ar': 'إ. بالاسيوس', 'bn': 'ই. প্যালাসিওস', 'hi': 'ई. पालासिओस'}}",exepalaciosok,44.376119402985,58.011940298507,67,Bayer 04 Leverkusen,1741204800_fc_bayern_m_nchen_vs_bayer_04_leverkusen
