name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,firstName,lastName,sofascoreId,averageX,averageY,pointsCount,team,match
Jota Silva,jota-silva,J. Silva,F,26,3087,M,1011895,"{'nameTranslation': {'ar': 'جوتا سيلفا', 'bn': 'জোটা সিলভা', 'hi': 'जोटा सिल्वा'}, 'shortNameTranslation': {'ar': 'ج. سيلفا', 'bn': 'জে. সিলভা', 'hi': 'जे. सिल्वा'}}",,,,52.918181818182,13.890909090909,11,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Callum Hudson Odoi,callum-hudson-odoi,C. Hudson Odoi,M,7,9469,M,867442,"{'nameTranslation': {'ar': 'كالوم هادسون أودوي', 'bn': 'ক্যালাম হাডসন-ওডোই', 'hi': 'कैलम हडसन-ओडोई'}, 'shortNameTranslation': {'ar': 'ك. أودوي', 'bn': 'সি. হাডসন-ওডোই', 'hi': 'सी. हडसन-ओडोई'}}",Callum,Hudson Odoi,Calteck10,54.966666666667,82.609523809524,21,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Chris Wood,chris-wood,C. Wood,F,11,7540,M,50480,"{'nameTranslation': {'ar': 'كريس وود', 'bn': 'ক্রিস উড', 'hi': 'क्रिस वुड'}, 'shortNameTranslation': {'ar': 'ك. وود', 'bn': 'সি. উড', 'hi': 'सी. वुड'}}",,,wodsy39,65.864,56.3,25,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Ryan Yates,ryan-yates,R. Yates,M,22,1090,M,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'bn': 'রায়ান ইয়েটস', 'hi': 'रयान येट्स'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'bn': 'আর. ইয়েটস', 'hi': 'आर. येट्स'}}",Ryan,Yates,,49.961290322581,33.154838709677,31,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Ibrahim Sangaré,ibrahim-sangare,I. Sangaré,M,6,10266,M,843754,"{'nameTranslation': {'ar': 'إبراهيم سانغاري', 'bn': 'ইব্রাহিম সাঙ্গারে', 'hi': 'इब्राहिम संगारे'}, 'shortNameTranslation': {'ar': 'إ. سانغاري', 'bn': 'আই. সাঙ্গারে', 'hi': 'आई. संगारे'}}",,,ibrahim_sangare,42.701960784314,38.247058823529,51,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,3373,M,871765,"{'nameTranslation': {'ar': 'نيكولاس دومينغيز', 'bn': 'নিকোলাস ডোমিংগুয়েজ', 'hi': 'निकोलस डोमिन्ग्यूज़'}, 'shortNameTranslation': {'ar': 'ن. دومينغيز', 'bn': 'এন. ডোমিঙ্গুয়েজ', 'hi': 'एन. डोमिन्ग्यूज़'}}",Nicolas,Dominguez,,52.024444444444,26.031111111111,45,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Ola Aina,ola-aina,O. Aina,D,34,4182,M,800417,"{'nameTranslation': {'ar': 'أولا أينا', 'bn': 'ওলা আইনা', 'hi': 'ओला आइना'}, 'shortNameTranslation': {'ar': 'أ. أينا', 'bn': 'ও. আইনা', 'hi': 'ओ. आइना'}}",Ola,Aina,,54.149230769231,12.727692307692,65,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Neco Williams,neco-williams,N. Williams,D,3,3504,M,927356,"{'nameTranslation': {'ar': 'نيكو ويليامز', 'bn': 'উইলিয়ামস, নেকো', 'hi': 'विलियम्स, नेको'}, 'shortNameTranslation': {'ar': 'ن. ويليامز', 'bn': 'এন. উইলিয়ামস', 'hi': 'एन. विलियम्स'}}",Neco,Williams,,48.217910447761,79.749253731343,67,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Elliot Anderson,elliot-anderson,E. Anderson,M,8,9315,M,994546,"{'nameTranslation': {'ar': 'إليوت أندرسون', 'bn': 'এলিয়ট অ্যান্ডারসন', 'hi': 'इलियट एंडरसन'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'bn': 'ই. অ্যান্ডারসন', 'hi': 'ई. एंडरसन'}}",,,,57.419178082192,64.075342465753,73,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Matz Sels,matz-sels,M. Sels,G,26,2580,M,78152,"{'nameTranslation': {'ar': 'ماتس سيلس', 'bn': 'ম্যাটজ সেলস', 'hi': 'मैट्ज़ सेल्स'}, 'shortNameTranslation': {'ar': 'م. سيلس', 'bn': 'এম. সেলস', 'hi': 'एम. सेल्स'}}",,,,16.017647058824,49.539215686275,51,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,8819,M,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'bn': 'মরগান গিবস-হোয়াইট', 'hi': 'मॉर्गन गिब्स-व्हाइट'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'bn': 'এম. গিবস-হোয়াইট', 'hi': 'एम. गिब्स-व्हाइट'}}",Morgan,Gibbs-White,Morgangibbs27,57.340740740741,57.342592592593,54,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Anthony Elanga,anthony-elanga,A. Elanga,F,20,13465,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'bn': 'অ্যান্টনি এলাঙ্গা', 'hi': 'एंथनी एलंगा'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'bn': 'এ. এলাঙ্গা', 'hi': 'ए. एलंगा'}}",,,anthonyelanga,73.007936507936,39.290476190476,63,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Murillo,murillo,Murillo,D,5,10494,M,1199282,"{'nameTranslation': {'ar': 'موريو', 'bn': 'মুরিলো', 'hi': 'मुरिलो'}, 'shortNameTranslation': {'ar': 'موريو', 'bn': 'মুরিলো', 'hi': 'मुरिलो'}}",Murillo,,murillosantiago40,39.033333333333,72.028735632184,87,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,5289,M,836168,"{'nameTranslation': {'ar': 'نيكولا ميلينكوفيتش', 'bn': 'নিকোলা মিলেনকোভিচ', 'hi': 'निकोला मिलेंकोविच'}, 'shortNameTranslation': {'ar': 'ن. ميلينكوفيتش', 'bn': 'এন. মিলেনকোভিচ', 'hi': 'एन. मिलेंकोविच'}}",Nikola,Milenkovic,milenkovicn_4,34.157746478873,43.694366197183,71,Nottingham Forest,1748185200_nottingham_forest_vs_chelsea
Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,K. Dewsbury-Hall,M,22,10883,M,861970,"{'nameTranslation': {'ar': 'ديوسبري-هال، كيرنان', 'bn': 'ডেউসবারি-হল, কিয়ারনান', 'hi': 'ड्यूस्बरी-हॉल, कियरन'}, 'shortNameTranslation': {'ar': 'ك. ديوسبري-هال', 'bn': 'কে. ডেউসবারি-হল', 'hi': 'के. ड्यूस्बरी-हॉल'}}",Kiernan,Dewsbury-Hall,kdh_8,28.075,58.425,4,Chelsea,1748185200_nottingham_forest_vs_chelsea
Roméo Lavia,romeo-lavia,R. Lavia,M,45,17725,M,1069488,"{'nameTranslation': {'ar': 'روميو لافيا', 'bn': 'রোমিও লাভিয়া', 'hi': 'रोमियो लाविया'}, 'shortNameTranslation': {'ar': 'ر. لافيا', 'bn': 'আর. লাভিয়া', 'hi': 'आर. लाविया'}}",Romeo Lavia,,romeolavia,43.644444444444,66.55,18,Chelsea,1748185200_nottingham_forest_vs_chelsea
Malo Gusto,gusto-malo,M. Gusto,D,27,20675,M,996958,"{'nameTranslation': {'ar': 'مالو غوستو', 'bn': 'গুস্টো, মালো', 'hi': 'गुस्टो, मालो'}, 'shortNameTranslation': {'ar': 'م. غوستو', 'bn': 'এম. গুস্টো', 'hi': 'एम. गुस्टो'}}",,,malogst,51.875,20.575,8,Chelsea,1748185200_nottingham_forest_vs_chelsea
Pedro Neto,pedro-neto,P. Neto,M,7,42559,M,879349,"{'nameTranslation': {'ar': 'بيدرو نيتو', 'bn': 'পেড্রো নেটো', 'hi': 'पेड्रो नेटो'}, 'shortNameTranslation': {'ar': 'ب. نيتو', 'bn': 'পি. নেটো', 'hi': 'पी. नेटो'}}",Pedro,Neto,pedroneto_30,68.767741935484,47.064516129032,31,Chelsea,1748185200_nottingham_forest_vs_chelsea
Robert Sánchez,robert-sanchez,R. Sánchez,G,1,19251,M,920546,"{'nameTranslation': {'ar': 'روبرت سانشيز', 'bn': 'রবার্ট সানচেজ', 'hi': 'रॉबर्ट सांचेज़'}, 'shortNameTranslation': {'ar': 'ر. سانشيز', 'bn': 'আর. সানচেজ', 'hi': 'आर. सांचेज़'}}",,,RS1,8.3075471698113,48.788679245283,53,Chelsea,1748185200_nottingham_forest_vs_chelsea
Cole Palmer,cole-palmer,C. Palmer,M,10,372457,M,982780,"{'nameTranslation': {'ar': 'كول بالمر', 'bn': 'কোল পামার', 'hi': 'कोल पाल्मर'}, 'shortNameTranslation': {'ar': 'ك. بالمر', 'bn': 'সি. পামার', 'hi': 'सी. पाल्मर'}}",,,ColdPalmer,62.363333333333,74.228333333333,60,Chelsea,1748185200_nottingham_forest_vs_chelsea
Enzo Fernández,enzo-fernandez,E. Fernández,M,8,127045,M,974505,"{'nameTranslation': {'ar': 'إنزو فرنانديز', 'bn': 'এনজো ফার্নান্ডেজ', 'hi': 'एन्ज़ो फर्नांडीज़'}, 'shortNameTranslation': {'ar': 'إ. فرنانديز', 'bn': 'ই. ফার্নান্ডেজ', 'hi': 'ई. फर्नांडीज़'}}",,,Enzo8,51.079069767442,31.293023255814,43,Chelsea,1748185200_nottingham_forest_vs_chelsea
Jadon Sancho,jadon-sancho,J. Sancho,M,19,66764,M,851100,"{'nameTranslation': {'ar': 'جادون سانشو', 'bn': 'সানচো, জাডন', 'hi': 'सैन्चो, जाडॉन'}, 'shortNameTranslation': {'ar': 'ج. سانشو', 'bn': 'জে. সানচো', 'hi': 'जे. जाडॉन'}}",Jadon,Sancho,JSancho,63.730555555556,84.075,36,Chelsea,1748185200_nottingham_forest_vs_chelsea
Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,82941,M,987650,"{'nameTranslation': {'ar': 'مويسيس كايسيدو', 'bn': 'মোজেস কাইসেডো', 'hi': 'मोइसेस कैसेडो'}, 'shortNameTranslation': {'ar': 'م. كايسيدو', 'bn': 'এম. কাইসেডো', 'hi': 'एम. कैसेडो'}}",Moises,Caicedo,MoisesCaicedo55,47.74,41.774545454545,55,Chelsea,1748185200_nottingham_forest_vs_chelsea
Marc Cucurella,marc-cucurella,M. Cucurella,D,3,39705,M,794939,"{'nameTranslation': {'ar': 'مارك كوكوريلا', 'bn': 'মার্ক কুকুরেলা', 'hi': 'मार्क कोकोरेला'}, 'shortNameTranslation': {'ar': 'م. كوكوريلا', 'bn': 'এম. কুকুরেলা', 'hi': 'एम. कोकोरेला'}}",Marc,Cucurella,cucurella3,43.092957746479,77.60985915493,71,Chelsea,1748185200_nottingham_forest_vs_chelsea
Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,10910,M,352668,"{'nameTranslation': {'ar': 'توسين أدارابايو', 'bn': 'তোসিন আদারাবিয়োয়ো', 'hi': 'टोसिन अदाराबियोयो'}, 'shortNameTranslation': {'ar': 'ت. أدارابايو', 'bn': 'টি. আদারাবিয়োয়ো', 'hi': 'टी. अदाराबियोयो'}}",Tosin,Adarabioyo,tosinadarabioyo,31.879545454545,43.529545454545,88,Chelsea,1748185200_nottingham_forest_vs_chelsea
Reece James,reece-james,R. James,D,24,52423,M,885908,"{'nameTranslation': {'ar': 'ريس جيمس', 'bn': 'রিস জেমস', 'hi': 'रीस जेम्स'}, 'shortNameTranslation': {'ar': 'ر. جيمس', 'bn': 'আর. জেমস', 'hi': 'आर. जेम्स'}}",Reece,James,ReeceJ,38.532911392405,21.649367088608,79,Chelsea,1748185200_nottingham_forest_vs_chelsea
Noni Madueke,noni-madueke,N. Madueke,M,20,42101,M,966547,"{'nameTranslation': {'ar': 'نوني مادويكي', 'bn': 'ননি মাদুকে', 'hi': 'नोनी मदुके'}, 'shortNameTranslation': {'ar': 'ن. مادويكي', 'bn': 'এন. মাদুকে', 'hi': 'एन. मदुके'}}",,,nonzinoo10,53.164615384615,34.303076923077,65,Chelsea,1748185200_nottingham_forest_vs_chelsea
Levi Colwill,levi-colwill,L. Colwill,D,6,20103,M,996911,"{'nameTranslation': {'ar': 'ليفي كولويل', 'bn': 'লেভি কলউইল', 'hi': 'लेवी कोलविल'}, 'shortNameTranslation': {'ar': 'ل. كولويل', 'bn': 'এল. কলউইল', 'hi': 'एल. कोलविल'}}",,,LColwill,32.002631578947,64.347368421053,76,Chelsea,1748185200_nottingham_forest_vs_chelsea
