name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
James Bree,James,Bree,james-bree,J. Bree,M,14,169,M,555406,"{'nameTranslation': {'ar': 'جيمس بري', 'bn': 'জেমস ব্রি', 'hi': 'जेम्स ब्री'}, 'shortNameTranslation': {'ar': 'ج. بري', 'bn': 'জে. ব্রি', 'hi': 'जे. ब्री'}}",,51.68,26.02,5,Southampton,1745676000_southampton_vs_fulham
Cameron Archer,,,cameron-archer,C. Archer,F,19,1001,M,993451,"{'nameTranslation': {'ar': 'كاميرون آرتشر', 'bn': 'ক্যামেরন আর্চার', 'hi': 'कैमरून आर्चर'}, 'shortNameTranslation': {'ar': 'ك. آرتشر', 'bn': 'সি. আর্চার', 'hi': 'सी. आर्चर'}}",,59.583333333333,61.95,12,Southampton,1745676000_southampton_vs_fulham
Ross Stewart,Ross,Stewart,ross-stewart,R. Stewart,F,11,450,M,886117,"{'nameTranslation': {'ar': 'روس ستيوارت', 'bn': 'রস স্টুয়ার্ট', 'hi': 'रॉस स्टीवर्ट'}, 'shortNameTranslation': {'ar': 'ر. ستيوارت', 'bn': 'আর. স্টুয়ার্ট', 'hi': 'आर. स्टीवर्ट'}}",,60.464285714286,42.728571428571,28,Southampton,1745676000_southampton_vs_fulham
Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,2993,M,1174472,"{'nameTranslation': {'ar': 'تايلر ديبلنج', 'bn': 'টাইলার ডিবলিং', 'hi': 'टायलर डिब्लिंग'}, 'shortNameTranslation': {'ar': 'ت. ديبلنج', 'bn': 'টি. ডিবলিং', 'hi': 'टी. डिब्लिंग'}}",,52.152380952381,76.928571428571,21,Southampton,1745676000_southampton_vs_fulham
Jan Bednarek,Jan,Bednarek,jan-bednarek,J. Bednarek,D,5,7569,M,286085,"{'nameTranslation': {'ar': 'يان بيدناريك', 'bn': 'জান বেদনারেক', 'hi': 'जान बेडनारेक'}, 'shortNameTranslation': {'ar': 'ي. بيدناريك', 'bn': 'জে. বেদনারেক', 'hi': 'जे. बेडनारेक'}}",janbednarek_,26.297872340426,52.63829787234,47,Southampton,1745676000_southampton_vs_fulham
Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,8616,M,1019442,"{'nameTranslation': {'ar': 'كمال الدين سليمانا', 'bn': 'কামালউদ্দিন সুলেমানা', 'hi': 'कमालदीन सुलेमान'}, 'shortNameTranslation': {'ar': 'ك. سليمانا', 'bn': 'কে. সুলেমানা', 'hi': 'के. सुलेमान'}}",kamaldeenho10,52.642857142857,75.76,35,Southampton,1745676000_southampton_vs_fulham
Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,213,M,134361,"{'nameTranslation': {'ar': 'جاك ستيفنز', 'bn': 'জ্যাক স্টিফেনস', 'hi': 'जैक स्टीफंस'}, 'shortNameTranslation': {'ar': 'ج. ستيفنز', 'bn': 'জে. স্টিফেনস', 'hi': 'जे. स्टीफंस'}}",,32.926086956522,70.232608695652,46,Southampton,1745676000_southampton_vs_fulham
Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,389,M,879810,"{'nameTranslation': {'ar': 'فلين داونز', 'bn': 'ফ্লিন ডাউনস', 'hi': 'फ्लिन डाउंस'}, 'shortNameTranslation': {'ar': 'ف. داونز', 'bn': 'এফ. ডাউন্স', 'hi': 'एफ. डाउंस'}}",,41.918965517241,41.322413793103,58,Southampton,1745676000_southampton_vs_fulham
Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,5050,M,1048916,"{'nameTranslation': {'ar': 'ليزلي أوغوتشوكوو', 'bn': 'লেসলি উগোচুকউ', 'hi': 'लेस्ली उगोचुकु'}, 'shortNameTranslation': {'ar': 'ل. أوغوتشوكوو', 'bn': 'এল. উগোচুকউ', 'hi': 'एल. उगोचुकु'}}",l.ugochukwu8,45.764705882353,54.105882352941,51,Southampton,1745676000_southampton_vs_fulham
Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,M,3,495,M,328701,"{'nameTranslation': {'ar': 'ريان مانينغ', 'bn': 'রায়ান ম্যানিং', 'hi': 'रयान मैनिंग'}, 'shortNameTranslation': {'ar': 'ر. مانينغ', 'bn': 'আর. ম্যানিং', 'hi': 'आर. मैनिंग'}}",,46.133333333333,81.346296296296,54,Southampton,1745676000_southampton_vs_fulham
Kyle Walker-Peters,Kyle,Walker-Peters,kyle-walker-peters,K. Walker-Peters,D,2,1577,M,823085,"{'nameTranslation': {'ar': 'كايل ووكر-بيترس', 'bn': 'কাইল ওয়াকার-পিটার্স', 'hi': 'काइल वॉकर-पीटर्स'}, 'shortNameTranslation': {'ar': 'ك. ووكر-بيترس', 'bn': 'কে. ওয়াকার-পিটার্স', 'hi': 'के. वॉकर-पीटर्स'}}",,39.813513513514,16.159459459459,74,Southampton,1745676000_southampton_vs_fulham
Taylor Harwood-Bellis,Taylor,Harwood-Bellis,taylor-harwood-bellis,T. Harwood-Bellis,D,6,1771,M,980637,"{'nameTranslation': {'ar': 'تايلور هاروود-بيليس', 'bn': 'টেলর হারউড-বেলিস', 'hi': 'टेलर हारवुड-बेलिस'}, 'shortNameTranslation': {'ar': 'ت. هاروود-بيليس', 'bn': 'টি. হারউড-বেলিস', 'hi': 'टी. हारवुड-बेलिस'}}",,37.6,34.466216216216,74,Southampton,1745676000_southampton_vs_fulham
Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,5271,M,1142562,"{'nameTranslation': {'ar': 'ماتيوس فرنانديز', 'bn': 'মাতেউস ফার্নান্ডেজ', 'hi': 'माटेयस फर्नांडीस'}, 'shortNameTranslation': {'ar': 'م. فرنانديز', 'bn': 'এম. ফার্নান্ডেজ', 'hi': 'एम. फर्नांडीस'}}",,42.068253968254,25.119047619048,63,Southampton,1745676000_southampton_vs_fulham
Aaron Ramsdale,Aaron,Ramsdale,aaron-ramsdale,A. Ramsdale,G,32,8906,M,839410,"{'nameTranslation': {'ar': 'آرون رامسديل', 'bn': 'অ্যারন রামসডেল', 'hi': 'आरोन रामस्डेल'}, 'shortNameTranslation': {'ar': 'آ. رامسديل', 'bn': 'এ. রামসডেল', 'hi': 'ए. रामस्डेल'}}",ARamsdale,11.085454545455,48.6,55,Southampton,1745676000_southampton_vs_fulham
Carlos Vinícius,Carlos,Vinicius,carlos-vinicius,C. Vinícius,F,95,8919,M,891920,"{'nameTranslation': {'ar': 'كارلوس فينيسيوس', 'bn': 'কার্লোস ভিনিসিয়াস', 'hi': 'कार्लोस विनीसियस'}, 'shortNameTranslation': {'ar': 'ك. فينيسيوس', 'bn': 'সি. ভিনিসিয়াস', 'hi': 'सी. विनीसियस'}}",,40.325,85.4,4,Fulham,1745676000_southampton_vs_fulham
Adama Traoré,,,adama-traore,A. Traoré,F,17,13109,M,286165,"{'nameTranslation': {'ar': 'أداما تراوري', 'bn': 'আদামা ট্রাওরে', 'hi': 'एडाम ट्राओरे'}, 'shortNameTranslation': {'ar': 'أ. تراوري', 'bn': 'এ. ট্রাওরে', 'hi': 'ए. ट्राओरे'}}",adamatrd,69.055882352941,19.573529411765,34,Fulham,1745676000_southampton_vs_fulham
Emile Smith Rowe,Emile,Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,7369,M,867445,"{'nameTranslation': {'ar': 'إيميل سميث رو', 'bn': 'এমিল স্মিথ রো', 'hi': 'एमिल स्मिथ रोवे'}, 'shortNameTranslation': {'ar': 'إ. سميث رو', 'bn': 'ই. স্মিথ রো', 'hi': 'ई. स्मिथ'}}",esr,57.213333333333,64.536666666667,30,Fulham,1745676000_southampton_vs_fulham
Sander Berge,Sander,Berge,sander-berge,S. Berge,M,16,2195,M,793167,"{'nameTranslation': {'ar': 'ساندر بيرج', 'bn': 'স্যান্ডার বার্জে', 'hi': 'सैंडर बर्ज'}, 'shortNameTranslation': {'ar': 'س. بيرج', 'bn': 'এস. বার্জে', 'hi': 'एस. बर्ज'}}",,59.027272727273,56.50303030303,33,Fulham,1745676000_southampton_vs_fulham
Bernd Leno,Bernd,Leno,bernd-leno,B. Leno,G,1,2708,M,103335,"{'nameTranslation': {'ar': 'بيرند لينو', 'bn': 'বার্ন্ড লেনো', 'hi': 'बर्न्ड लेनो'}, 'shortNameTranslation': {'ar': 'ب. لينو', 'bn': 'বি. লেনো', 'hi': 'बी. लेनो'}}",,10.376666666667,50.543333333333,30,Fulham,1745676000_southampton_vs_fulham
Tom Cairney,,,tom-cairney,T. Cairney,M,10,825,M,82566,"{'nameTranslation': {'ar': 'توم كايرني', 'bn': 'টম কেয়ারনে', 'hi': 'टॉम केर्नी'}, 'shortNameTranslation': {'ar': 'ت. كايرني', 'bn': 'টি. কেয়ারনে', 'hi': 'टी. केर्नी'}}",,51.661538461538,30.661538461538,13,Fulham,1745676000_southampton_vs_fulham
Saša Lukić,,,sasa-lukic,S. Lukić,M,20,2159,M,371222,"{'nameTranslation': {'ar': 'ساشا لوكيتش', 'bn': 'সাসা লুকিচ', 'hi': 'साशा लुकीच'}, 'shortNameTranslation': {'ar': 'س. لوكيتش', 'bn': 'এস. লুকিচ', 'hi': 'एस. लुकीच'}}",,50.984090909091,49.554545454545,44,Fulham,1745676000_southampton_vs_fulham
Calvin Bassey,Calvin,Bassey,calvin-bassey,C. Bassey,D,3,8670,M,861972,"{'nameTranslation': {'ar': 'كالفين باسي', 'bn': 'ক্যালভিন বাসসি', 'hi': 'केल्विन बैसी'}, 'shortNameTranslation': {'ar': 'ك. باسي', 'bn': 'সি. বাসসি', 'hi': 'सी. बैसी'}}",,43.542727272727,69.953636363636,110,Fulham,1745676000_southampton_vs_fulham
Raúl Jiménez,,,raul-jimenez,R. Jiménez,F,7,19495,M,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'bn': 'রাউল জিমেনেজ', 'hi': 'राउल जिमेनेज़'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'bn': 'আর. জিমেনেজ', 'hi': 'आर. जिमेनेज़'}}",RJimenez9,64.535185185185,44.201851851852,54,Fulham,1745676000_southampton_vs_fulham
Harry Wilson,Harry,Wilson,harry-wilson,H. Wilson,M,8,5583,M,355528,"{'nameTranslation': {'ar': 'هاري ويلسون', 'bn': 'হ্যারি উইলসন', 'hi': 'हैरी विल्सन'}, 'shortNameTranslation': {'ar': 'ه. ويلسون', 'bn': 'এইচ. উইলসন', 'hi': 'एच. विल्सन'}}",,65.268965517241,34.143103448276,58,Fulham,1745676000_southampton_vs_fulham
Andreas Pereira,Andreas,Pereira,andreas-pereira,A. Pereira,M,8,15400,M,285949,"{'nameTranslation': {'ar': 'أندرياس بيريرا', 'bn': 'আন্দ্রেয়াস পেরেইরা', 'hi': 'एंड्रियास परेरा'}, 'shortNameTranslation': {'ar': 'أندرياس بيريرا', 'bn': 'আন্দ্রেয়াস পেরেইরা', 'hi': 'एंड्रियास परेरा'}}",andreaspereira,66.774358974359,38.876923076923,39,Fulham,1745676000_southampton_vs_fulham
Ryan Sessegnon,Ryan,Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,1921,M,836698,"{'nameTranslation': {'ar': 'ريان سيسينيون', 'bn': 'রায়ান সেসেগনন', 'hi': 'रयान सेसेग्नन'}, 'shortNameTranslation': {'ar': 'ر. سيسينيون', 'bn': 'আর. সেসেগনন', 'hi': 'आर. सेसेग्नन'}}",,58.957425742574,81.99603960396,101,Fulham,1745676000_southampton_vs_fulham
Willian,,,willian,Willian,M,10,9887,M,31417,"{'nameTranslation': {'ar': 'ويليان', 'bn': 'উইলিয়ান', 'hi': 'विलियन'}, 'shortNameTranslation': {'ar': 'ويليان', 'bn': 'উইলিয়ান', 'hi': 'विलियन'}}",willianborges88,74.328813559322,79.318644067797,59,Fulham,1745676000_southampton_vs_fulham
Alex Iwobi,Alex,Iwobi,alex-iwobi,A. Iwobi,M,17,8555,M,352770,"{'nameTranslation': {'ar': 'أليكس إيووبي', 'bn': 'অ্যালেক্স ইওবি', 'hi': 'एलेक्स इवोबी'}, 'shortNameTranslation': {'ar': 'أ. إيووبي', 'bn': 'এ. ইওবি', 'hi': 'ए. इवोबी'}}",alexanderiwobi,68.508450704225,75.329577464789,71,Fulham,1745676000_southampton_vs_fulham
Joachim Andersen,Joachim,Andersen,joachim-andersen,J. Andersen,D,5,2506,M,362682,"{'nameTranslation': {'ar': 'يواكيم أندرسن', 'bn': 'জোয়াকিম অ্যান্ডারসেন', 'hi': 'जोआचिम एंडरसन'}, 'shortNameTranslation': {'ar': 'ي. أندرسن', 'bn': 'জে. অ্যান্ডারসেন', 'hi': 'जे. एंडरसन'}}",,40.557692307692,40.432307692308,130,Fulham,1745676000_southampton_vs_fulham
Kenny Tete,Kenny,Tete,kenny-tete,K. Tete,D,2,1179,M,190877,"{'nameTranslation': {'ar': 'كيني تيتي', 'bn': 'কেনি টেটে', 'hi': 'केनी टेटे'}, 'shortNameTranslation': {'ar': 'ك. تيتي', 'bn': 'কে. টেটে', 'hi': 'के. टेटे'}}",,52.790322580645,16.241935483871,93,Fulham,1745676000_southampton_vs_fulham
